contractor,record_id,rig_descriptor,year_built,upgrade_year,build_location,classification,max_water_depth_ft,contract_expiration,area_of_operation,spec_notes
"ROWAN COMPANIES, INC.",16,West Cressida Baker Marine Pacific Class 375,2008,,Singapore,ABS,375.0,Apr-16,Southeast Asia,"10,750 4-4.5 120 236' 224' 19' S61 N N N 3,000 3,750 N/A 70' 70' x 30' 4 34.94 1.50"" 6 x 36 EIPS 2,500' N/A 7.5 37.5 45 17 N/A N/A Y 1,500 NOV 35' x 35' 3,000 NOV D3000 AC 1.63"" 49.5"" 250 Y NOV Hydratong NOV HPS-750-E-AC Hydralift HPS750 EAC NOV Cyberbase –– 30,000' 20,000' –– 10,000' –– 3 NOV 14P-220 7,500 4,100 2,036 2,584 11,858 4 –– 1 1 –– –– 15 3"" 2 CIW 1 CIW 176 18 ¾"" Flange/Stud 47"" 12"" Hydraulic Hydril Y 375'"
"ROWAN COMPANIES, INC.",12,West Callisto KFELS 'B' class,2010,,Singapore,ABS,400.0,Nov-15,Middle East,"10,750 4-4.5 112 234' 208' 16' S-61N / S-92 N N 2,250 3,750 N/A 70' 70' x 30' 4 28.1 1.50"" 6 x 36 EIPS 2,500' N/A 5.5 50 50 50 N/A N/A Y 1,500 WCI 36' x 36' 3,000 Varco ADS-10T 1.63"" 49.5"" 250 Y Varco AR-3200CM Varco TDS-8SA PH-100 Amphion System –– 20,000' –– –– –– –– 3 Lewco W-2215 7,500 3,496.6 2,180 1,517 11,100 5 –– 1 1 1 –– 15 3"" 2 Cameron 1 Cameron 192 18 ¾"" Flange/Stud 49.5"" 14"" Hydraulic Cameron Y 400'"
"ROWAN COMPANIES, INC.",12,West Prospero KFELS 'B' class,2007,,Singapore,ABS,400.0,May-16,Southeast Asia,"10,750 4-4.5 110 234' 208' 16' S-61N / S-92 N N 2,250 3,750 N/A 70' 70' x 30' 4 40 1.50"" 6 x 36 EIPS 2,600' N/A 5.5 50 50 50 N/A N/A Y 1,500 WCI 32' x 35' 3,000 Varco ADS-10T 1.75"" 49.5"" 250 Y Varco AR-3200CM Varco TDS-8SA VCR V-ICIS 2.1 –– 20,000' –– –– –– –– 3 Lewco W-2215 7,500 3,496.6 2,180 1,517 11,100 5 –– –– 1 –– –– 15 3"" 2 Cameron 1 Cameron 192 18 ¾"" Flange/Stud 49.5"" 14"" Hydraulic Cameron Y 400'"
"ROWAN COMPANIES, INC.",24,West Castor F&G JU2000E,2013,,Singapore,ABS,400.0,May-16,Southeast Asia,"10,750 4-4.5 140 230.83' 249.34' TBA S61 N N N TBA 4,151 N/A 70' 70' x 30' 4 44 1.50"" 6 x 36 EIPS 2,998' N/A 8.26 75 75 75 N/A N/A Y 2,000 TBA 36' x 36' 3,000 SSGD-1000 AC TBA 49.5"" 407 Y Nov MPT-200 Hydr NOV TDS-1000 PH-100 TBA –– TBA –– –– –– –– 3 NOV-14-P-220 7,500 TBA TBA TBA 17,657 4 TBA TBA TBA TBA TBA 15 3-1/16"" 2 Shaffer TBA TBA TBA 18 ¾"" Flange/Stud 49.5"" 12"" TBA TBA Y 400'"
"ROWAN COMPANIES, INC.",24,West Tucana F&G JU2000E,2012,,Singapore,ABS,400.0,May-17,Africa,"- West 10,750 4-4.5 140 231' 250' TBA S61 N N N 3,301 7,151 N/A 75' 75' x 30' 4 44 1.50"" 6 x 36 EIPS 2,998' N/A 8.26 75 75 75 N/A N/A Y 2,000 TBA 36' x 36' 3,000 SSGD-1000 AC TBA 49.5"" 407 Y Nov MPT -200 Hydr NOV TDS-1000 PH-100 TBA –– TBA –– –– –– –– 3 NOV-14-P-220 7,500 TBA TBA TBA 17,657 4 TBA TBA TBA TBA TBA 15 3-1/16"" 2 Shaffer TBA TBA TBA 18 ¾"" Flange/Stud 49.5"" 12"" TBA TBA Y 400'"
"ROWAN COMPANIES, INC.",24,West Oberon F&G JU2000E,2013,,China,ABS,400.0,May-20,Gulf of Mexico,"10,750 4-4.5 140 231' 250' TBA S61 N N N 3,301 7,151 N/A 75' 75' x 30' 4 44 1.50"" 6 x 36 EIPS 2,998' N/A 8.26 75 75 75 N/A N/A Y 2,000 TBA 36' x 36' 3,000 SSGD-1000 AC TBA 49.5"" 407 Y Nov MPT-200 Hydr NOV TDS- 1000 PH-100 TBA –– TBA –– –– –– –– 3 NOV-14-P-220 7,500 TBA TBA TBA 17,657 4 TBA TBA TBA TBA TBA 15 3-1/16"" 2 Shaffer TBA TBA TBA 18 ¾"" Flange/Stud 49.5"" 12"" TBA TBA Y 400'"
"ROWAN COMPANIES, INC.",24,West Telesto F&G JU2000E,2013,,China,ABS,400.0,Aug-15,Southeast Asia,"10,750 4-4.5 140 231' 250' TBA S61 N N N 3,301 7,151 N/A 75' 75' x 30' 4 44 1.50"" 6 x 36 EIPS 2,998' N/A 8.26 75 75 75 N/A N/A Y 2,000 TBA 36' x 36' 3,000 SSGD-1000 AC TBA 49.5"" 407 Y Nov MPT-200 Hydr NOV TDS-1000 PH-100 TBA –– TBA –– –– –– –– 3 NOV-14-P-220 7,500 TBA TBA TBA 17,657 4 TBA TBA TBA TBA TBA 15 3-1/16"" 2 Shaffer TBA TBA TBA 18 ¾"" Flange/Stud 49.5"" 12"" TBA TBA Y 400'"
"ROWAN COMPANIES, INC.",24,West Hyperion F&G JU2000E,2015,,China,ABS,400.0,,,"10' –– 547' –– 59' 35,000' –– Asia - Far East –– –– 140 231' 250' –– S61 N –– –– –– –– –– 75' 75' x 30' –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– 400'"
"ROWAN COMPANIES, INC.",21,West Epsilon MSC CJ62 120S,1993,,Singapore 2002,DNV,400.0,,,"N/A N/A 575' Y 58’ 30,000' Dec 2016 North Sea 8,880 4-4.5 115 236.5' 224' 19' S-61 Y Y 1,000 3,800 N/A 60' 15' x 15' 4 50 2.125"" IMRC 2,000' –– 8 55 @ 36' 55 @ 36' 37 @ 31' –– –– Y 1,650 CE-LTV 40' x 40' 3,000 Continental Emsco C3 1.75"" 49.5"" 240 N Varco PHM-3i Varco TDS-6S Varco PHM3i NOV –– 17,000' –– –– 3,000' –– 3 CE FC2200 7,500 5,346 incl. 3,522 19,040 4 TBA TBA TBA TBA 2 15&5 3"" 4&3 Hydril 1 Hydril 185 & 167 Flange 36.5"" 12"" Hydraulic MH-Koomey Y 400'"
"ROWAN COMPANIES, INC.",22,West Elara MSC CJ 70 X150A,2011,,Singapore,DNV,492.0,Mar-17,North Sea,"19,000 4-4,5 120 290' 318' 22' S-61 / S-92 N Y TBA 6,600 N/A 80' 100' x 30' 4 27.5 2.2"" 6 x 36 WS IWRL 3,379' N/A 5.6 80 @ 25' 80 @ 25' 80 @ 25' 5 @ 9' –– Y 2,200 TTS / Holandia 48' x 40' 4,600 Sense Ultra Hoist 2"" 49.5"" 441 N Sense Jim 20 Sense / 1000 Ton Sense Smar racker Sense On Track System NA NA –– NA NA –– 3 Wirth TPK 7,500 5,592 19,176 4 4 2 2 2 NA 15 3"" 4 Hydril 1 Hydril 180 NT-2 Vetgo 49.5"" 16"" Hydraulic Hydril Y 492'"
"ROWAN COMPANIES, INC.",4,West Courageous LeTourneau Super 116C,2007,,USA,ABS,350.0,Jul-21,Mexico,"8,600 4-4.5 110 243' 206' 16' S61 N N Y 1,750 3,500 N/A 70' 70' x 30' 4 25 1.50"" IWRC 2,000' N/A 2.5 50 50 50 N/A N/A Y 1,500 Dreco 35' x 32' 3,000 NOV 1.63"" 49.5"" 150 Y NOV 30120 NOV TDS-8SA None MDT –– 20,000' –– –– –– –– 3 LEWCO W-2214 7,500 1,875 416 1,204 11,200 5 Cascade 1 –– 1 –– 15 3-1/16"" 2 Cameron 1 Shaffer 176 Flanged 30"" 12"" Hydraulic Shaffer Y 350'"
"ROWAN COMPANIES, INC.",4,West Defender LeTourneau Super 116C,2007,,USA,ABS,350.0,Sep-20,Mexico,"10,750 4.5 102 243' 206' 16' S61 N N Y 1,750 3,500 N/A 70' 15' x 15' 4 25 1.5"" IWRC 2,000' N/A 2.5 50 50 50 N/A N/A Y 1,500 Dreco 35' x 32' 3,000 NOV 1.63"" 49.5"" 150 Y NOV 30120 NOV TDS-8SA None MDT –– Yes –– –– –– –– 3 LEWCO W-2214 7,500 1,875 416 1,204 11,200 5 Cascade 1 –– 1 –– 15 3-1/16"" 2 Cameron 1 Shaffer 176 Flange 30"" 12"" Hyd Shaffer Y 350'"
"ROWAN COMPANIES, INC.",4,West Vigilant LeTourneau Super 116C,2008,,USA,ABS,350.0,Nov-16,Southeast Asia,"10,750 4.5 102 243' 206' 16' S61 N N Y 1,750 3,500 N/A 70' 15' x 15' 4 25 1.5"" IWRC 2,000' N/A 2.5 50 50 50 N/A N/A Y 1,500 Dreco 35' x 32' 3,000 NOV 1.63"" 49.5"" 150 Y NOV 30120 NOV TDS-8SA None MDT –– Yes –– –– –– –– 3 LEWCO W-2214 7,500 1,875 416 1,204 11,200 5 Cascade 1 –– 1 –– 15 3-1/16"" 2 Cameron 1 Shaffer 176 Flange 30"" 12"" Hyd Shaffer Y 350'"
"ROWAN COMPANIES, INC.",4,West Intrepid LeTourneau Super 116C,2008,,USA,ABS,350.0,Jan-21,Mexico,"10,750 4.5 102 243' 206' 16' S61 N N Y 1,750 3,500 N/A 70' 15' x 15' 4 25 1.5"" IWRC 2,000' N/A 2.5 50 50 50 N/A N/A Y 1,500 Dreco 35' x 32' 3,000 NOV 1.63"" 49.5"" 150 Y NOV 30120 NOV TDS-8SA None MDT –– Yes –– –– –– –– 3 LEWCO W-2214 7,500 1,875 416 1,204 11,200 5 Cascade 1 –– 1 –– 15 3-1/16"" 2 Cameron 1 Shaffer 176 Flange 30"" 12"" Hyd Shaffer Y 350'"
"ROWAN COMPANIES, INC.",5,LeTourneau Super 116E,2009,,UAE,ABS,350.0,Apr-17,Venezuela,"10,750 4-4.5 105 243' 206' 16' S61 N N Y 2,146 3,757 N/A 70' 15' x 15' 4 25 1.5"" IWRC 2,000' N/A 2.5 50 50 50 N/A N/A Y 1,500 Dreco 35' x 35' 3,000 Lewco 1.63"" 49.5"" 150 Y NOV-ST-120 Letourneau DDTD 750 LTI/DDTD-750 –– TBD TBD TBD –– –– –– 3 LEWCO W-2214 7,500 3,334 1,000 1,000 12,250 5 –– –– –– –– –– 15 3-1/16"" 2 Cameron 1 Shaffer 176 Flange 30"" 12"" Hyd Shaffer Y 350'"
"ROWAN COMPANIES, INC.",5,West Mischief LeTourneau Super 116E,2010,,UAE,ABS,350.0,Sep-17,West Africa,"10,750 4-4.5 105 243' 206' 16' S61 N N Y 2,146 3,757 N/A 70' 15' x 15' 4 25 1.5"" IWRC 2,000' N/A 2.5 50 50 50 N/A N/A Y 1,500 Dreco 35' x 35' 3,000 Lewco 1.63"" 49.5"" 150 Y NOV-ST-120 Letourneau DDTD 750 LTI/DDTD-750 –– TBD TBD TBD –– –– –– 3 LEWCO W-2214 7,500 3,334 1,000 1,000 12,250 5 –– –– –– –– –– 15 3-1/16"" 2 Cameron 1 Shaffer 176 Flange 30"" 12"" Hyd Shaffer Y 350'"
"ROWAN COMPANIES, INC.",22,West Linus MSC CJ 70 X150A,2013,,Singapore,DNV,492.0,May-19,North Sea,"19,000 4-4.5 140 291' 319' 25' S-92/EC225 –– –– –– –– N/A –– –– 4 80.3 –– –– –– N/A –– 94 94 94 –– –– Y 2,500 –– –– 4,600 Sense Ultra Hoist 1.63"" 60.5"" 550 –– Sense Jim 20 Sense / 1000 Ton –– –– –– –– 32,500' –– –– –– 4 Wirth TPK 7,500 2,400 5,200 –– 19,176 4 –– –– –– –– –– 15 –– 4 Cameron 1 Cameron 176 –– 49.5"" 12"" Hydraulic –– –– 492'"
"ROWAN COMPANIES, INC.",3,Adriatic I LeTourneau 116-C,1981,,USA 2014,ABS,350.0,,,"–– –– 477' Y 46' 25,000' Drilling West Africa 9,275 –– 120 243' 200' –– S61N –– –– –– 4,400 –– –– 60' x 24' –– –– –– –– –– –– –– 50 @ 24' 50 @ 24' 50 @ 24' 43 @ 28' –– –– 1,500 –– 30' x 30' 3,000 National 1.63"" 37.5"" –– –– Varco AR-3200 Varco TDS-4S –– –– –– –– –– –– –– –– 3 NOV 12-P-160 7,500 –– –– –– 9,600 4 –– –– –– 1 –– 10 –– 4 Cameron 1 Hydril –– –– 29.5"" 16"" –– –– –– 350'"
"ROWAN COMPANIES, INC.",3,Adriatic IX LeTourneau 116-C,1981,,USA 1995,ABS,350.0,,,"–– –– 477' Y 46' 25,000' Drilling West Africa 6,000 –– 118 243' 200' –– S61N –– –– –– 2,800 –– –– 60' x 24' –– –– –– –– –– –– –– 50 @ 24' 50 @ 24' 50 @ 24' –– –– –– 1,000 Branham 30' x 30' 2,000 National 1.63"" 37.5"" –– –– Varco AR-3200 Varco TDS-4S –– –– –– –– –– –– –– –– 2 deco 7,500 –– –– –– 9,600 4 –– –– –– 1 –– 10 –– 4 Cameron 1 Hydril –– –– 29.5"" 16"" –– –– –– 350'"
"ROWAN COMPANIES, INC.",3,Key Manhattan LeTourneau 116-C,1982,,USA 2010,ABS,350.0,,,"–– –– 477' Y 46' 25,000' –– Mediterranean 6,600 –– 101 243' 200' –– –– –– –– –– 4,800 –– –– 45' x 24' –– –– –– –– –– –– –– 50 @ 24' 50 @ 24' 50 @ 24' 50 @ 24' –– –– 1,044 Pyramid 30' x 30' 2,000 National 1.625"" 37.5"" –– –– National ST-80 Varco TDS-3 –– –– –– –– –– –– –– –– 3 National 12-P-160 7,500 –– –– –– 8,600 3 –– –– 1 1 –– 10 –– 2 Cameron 1 Hydril –– –– 29.5"" 16"" –– –– ––"
"ROWAN COMPANIES, INC.",24,F&G JU2000E,2010,,China,ABS,400.0,,,"10' –– 547' –– 59' 30,000' 2Q/15 Egypt –– –– 120 231' 249' –– S62-N N N 3,527 7,202 –– 75' 75' x 30' –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– 3,200 –– –– 49.5"" –– –– –– NOV TDS-8SA –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– 400'"
TRANSOCEAN,24,GSF Constellation I F&G JU,2000,2003,Singapore,ABS,400.0,,,"Site Spec Site Spec 548' N 59' 30,000' 1Q/'16 Indonesia 9,275 –– 120 231' 250' 21' S61 N N Y 4,050 5,000 –– 75' 75' x 30' 4 44 2"" 6 x 36 EPIS/ IWRC 3,000' N 8.4 55.6 55.6 55.6 –– –– Y 1,600 Dreco 40' x 40' 3,000 National 1.75"" 49.5"" 300 N NOV IR-170 PSA NOV PS2 Star Racker NOV Cyberbase –– –– 20,000' –– –– –– 3 National 14-P-220 7,500 4,766 –– 900 17,920 5 3 –– 1 –– –– 15 3.06"" 4 Hydril 1 Hydril 167.1 Flange 49.5"" 16"" Hydraulic Hydril Y 400'"
TRANSOCEAN,24,GSF Constellation II F&G JU,2000,2004,Singapore,ABS,400.0,,,"Site Spec Site Spec 548' N 59' 30,000' 3Q/’16 Gabon 9,275 –– 120 231' 250' 21' S61 N N Y 4,050 5,000 –– 75' 75' x 30' 4 44 2"" 6 x 36 EPIS/ IWRC 3,000' N 8.4 55.6 55.6 55.6 –– –– Y 1,600 Dreco 40' x 40' 3,000 National 1.75"" 49.5"" 300 N NOV IR-170 PSA NOV PS2 Star Racker NOV Cyberbase –– –– 15,000' –– –– –– 3 National 14-P-220 7,500 4,727 –– 900 17,920 5 3 –– 1 –– –– 15 3.06"" 4 Hydril 1 Hydril 167.1 Flange 49.5"" 16"" Hydraulic Hydril Y 400'"
TRANSOCEAN,23,GSF Galaxy I F&G L-780 Mod VI,1991,,Singapore 2001,ABS,400.0,,,"Site Spec Site Spec 560' N 60' 30,000' 2Q/'17 North Sea 10,000 4 100 244' 250' 22' S61 N* N Y 3,600 7,200 –– 67' 67' x 30' 4 37 2"" 6 x 36 IWRC 1,969' N 8.3 39.7 39.7 39.7 –– –– N 1,600 Brown 40' x 40' 3,000 National 1.75"" 49.5"" 300 N Varco PHM 3i Varco TDS-4H Varco PHM3i Rigserve 15,000' –– –– –– –– –– 3 National 14-P-200 6,000 4,429 –– 1,627 18,200 3 –– –– –– –– –– 15 3.06"" 4 Hydril 1 Hydril 150 NT 2 49.5"" 16"" Hydraulic Hydril Y 400'"
TRANSOCEAN,23,GSF Galaxy II F&G L-780 Mod VI,1998,,Singapore,ABS,400.0,,,"+ A1 Site Spec Site Spec 560' N 60' 30,000' 2Q/’15 North Sea 11,400 4 120 244' 250' 22' S61 N* Y Y 3,984 7,372 –– 55' 55' x 30' 4 37 2"" 6 x 36 IWRC 3,000' N 7.5 52 52 52 –– –– Y 1,600 Dreco 40' x 40' 3,000 National 1.75"" 49.5"" 300 N Varco AR-3200 Varco TDS-4S Varco PRS3i MD/V-ICIS 15,000' –– –– –– –– –– 3 National 14-P-220 6,000 4,430 –– 1,627 18,200 4 1 –– –– 1 –– 15 3.06"" 4 Hydril 1 Hydril 130 BX 159 flange 49.5"" 16"" Hydraulic Koomey Y 400'"
TRANSOCEAN,17,Transocean Honor PPL Pacific Class 400,2012,,Singapore,ABS,400.0,,,"Site Spec Site Spec 532' N 55' 30,000' 2Q/'16 Angola 10,750 –– 150 236' 224' 19' S61 & S92 N Y 2,549 3,822 –– 75' 75' x 30' 4 36 1.5"" 6 x 36 EPIS/ IWRC 3,000' N 6.6 55.9 55.9 25.3 –– –– Y 1,500 Loadmaster 35' x 35' 3,000 NOV 1.63"" 49.5"" 225 Y NOV ST-120 NOV-TDS-8SA Loadmaster NOV Cyberbase –– –– 30,000' –– 20,000' –– 3 National 14-P-200 7,500 4,150 –– 1,255 11,652 5 –– –– –– –– –– 15 3"" 4 Shaffer 1 Shaffer –– 18-3/4"" Flange 49.5"" 16"" Hydraulic Shaffer –– 400'"
TRANSOCEAN,13,Transoean Siam Driller Keppel FELS Super B,2013,,Singapore,ABS,350.0,,,"Site Spec Site Spec 486' N –– 35,000' 1Q/'18 Thailand 11,250 3.5 150 246' 226' 18' MI-172 & S-92 Y Y 2,750 4,600 –– 63' 63' x 30' 4 30 1.5"" 6 x 36 IWRC 2,500' N 5 50 50 50 –– –– Y 1,500 NOV 36' x 36' 4,500 NOV SSGD 750 1.75"" 49.5"" 300 Y Hawkjaws Jnr. NOV-TDS-8SA NOV Dreco NOV SDIS 15,000' –– –– –– –– –– 3 National 14-P-200 7,500 4,000 –– 2,000 8,000 5 –– –– –– –– –– 10 3"" 4 Cameron 1 Hydril –– 13-5/8 Flange 49.5"" 14"" Hydraulic NOV –– 350'"
TRANSOCEAN,13,Transoean Andaman Keppel FELS Super B,2013,,Singapore,ABS,350.0,,,"Site Spec Site Spec 486' N –– 35,000' 2Q/'16 Thailand 11,250 3.5 150 246' 226' 18' MI-172 & S-92 Y Y 2,750 4,600 –– 63' 63' x 30' 4 30 1.5"" 6 x 36 IWRC 2,500' N 5 50 50 50 –– –– Y 1,500 NOV 36' x 36' 4,500 NOV SSGD 750 1.75"" 49.5"" 300 Y Hawkjaws Jnr. NOV-TDS-8SA NOV Dreco NOV SDIS 15,000' –– –– –– –– –– 3 National 14-P-200 7,500 4,000 –– 2,000 8,000 5 –– –– –– –– –– 10 3"" 4 Cameron 1 Hydril –– 13-5/8 Flange 49.5"" 14"" Hydraulic NOV ––"
TRANSOCEAN,23,GSF Magellan F&G L-780 Mod V,1992,,Singapore,ABS,350.0,,,"Site Spec Site Spec 496' N 60' 30,000' 2Q/'13 North Sea 10,000 6 115 228' 222' 17' S61* Y Y 4,831 5,200 –– 65' 65' x 30' 4 50 2"" 6 x 38 RHO 2,200' N 8.3 44.6 44.6 44.6 –– –– N 1,600 Dreco 40' x 40' 3,000 National 1.75"" 49.5"" 300 N PHM 3i Varco TDS-4S PHM 3i DAQ 20,000' –– –– –– –– –– 3 National 14-P-200 7,500 3,167 –– 2,243 17,400 4 –– –– –– –– –– 15 3.06"" 4 Hydril 1 Hydril 140 Flange 47.5"" 16"" Hydraulic Hydril Y 350'"
TRANSOCEAN,23,GSF Monarch F&G L-780 Mod V,1986,,Singapore,ABS,350.0,,,"Site Spec Site Spec 496' N 60' 30,000' 2Q/’15 North Sea 8,260 4 98 228' 222' 17' S61* N Y 3,707 3,707 –– 52' 52' x 30' 4 44 2"" 1770 IWRC 2,000' N 7.5 36 36 36 –– –– N 1,400 JA Paris 36' x 36' 3,000 Emsco 1.50"" 49.5"" 300 N Varco AR-3200 Varco TDS-4S Varco PRS 2 MD Totco 12,000' –– –– –– –– –– 3 Cont'l Emsco FB 1600 5,000 2,436 –– 4,030 15,070 5 3 –– –– –– –– 10 3.06"" 4 Shaffer 1 Hydril 70 BX 159 flange 36.5"" 16"" Hydraulic Koomey Y 350'"
UMW Oil & Gas,19,UMW Naga 3 Gusto MSC-CJ46-X100D,2009,,Indonesia,DNV,350.0,,,"–– 20' 484' –– 45' 30,000' Drilling Vietnam 10,750 –– 120 214' 203' 15' S-92 –– –– 2,500 3,500 –– –– 70' x 40' –– –– –– –– –– –– –– 55 @ 25' 55 @ 25' 11 @ 135' –– –– –– 1,500 –– 18' x 35' 3,000 NOV –– 49.5"" 225 –– NOV AR3200 NOV TDS-8SA NOV Bridge Racker BR10-SD NOV Cyberbase –– 20,000' –– –– 10,000' –– 3 NOV 14-P-220 7,500 –– –– –– 16,952 5 –– 1 1 1 –– 15 3-1/16"" 2 Shaffer 1 Shaffer 240 18-3/4"" Flange –– –– –– Shaffer –– 350'"
UMW Oil & Gas,12,UMW Naga 4 KFELS 'B' class,2013,,Singapore,ABS,400.0,,,"–– 22' 517' –– 47' 30,000' Drilling Malaysia 10,750 –– 150 234' 208' 16' S-61N/S-92 –– –– 2,041 3,402 –– –– 70' x 30' –– –– –– –– –– –– –– 50 @ 40' 50 @ 40' 12 @ 120' –– –– –– 1,500 Lee C Moore 18' x 36' 3,200 NOV –– 49.5"" 230 –– NOV AR3200 NOV TDS-8SA Forum 16K-OAC NOV Amphion –– 20,000' –– –– 10,000' –– 3 LEWCO W-2215 7,500 –– –– –– 11,100 5 Cascade 1 1 1 –– 15 3-1/16"" 2 Cameron 1 Cameron 330 18-3/4"" Flange 49.5"" –– –– –– –– 400'"
UMW Oil & Gas,19,UMW Naga 6 Gusto MSC-CJ46-X100D,2014,,China,ABS,375.0,,,"–– 30' 503' –– 52' 30,000' Drilling Vietnam 10,750 –– 124 214' 203' 15' S-61N/S-92/EC225 –– –– 2,500 3,500 –– –– 70' x 40' –– –– –– –– –– –– –– 50 @ 33' 50 @ 33' 10 @ 135' –– –– –– 1,500 NOV 18' x 35' 3,000 NOV –– 49.5"" –– –– NOV ST-120 NOV TDS-8SA NOV Derrick PRS-8i Foxhole NOV Amphion –– –– 19,600' –– 6,562' –– 3 NOV 14-P-220 7,500 –– –– –– 15,000 4 –– 1 1 1 –– 15 4-1/16"" 2 NOV 1 –– 240 18-3/4"" Flange –– –– –– –– –– 375'"
UMW Oil & Gas,19,UMW Naga 7 Gusto MSC-CJ46-X100D,2014,,China,ABS,375.0,,,"–– 30' 503' –– 52' 30,000' Drilling South East Asia 10,750 –– 124 214' 203' 15' S-61N/S-92/EC225 –– –– 2,500 3,500 –– –– 70' x 40' –– –– –– –– –– –– –– 50 @ 33' 50 @ 33' 10 @ 135' –– –– –– 1,500 NOV 18' x 35' 3,000 NOV –– 49.5"" –– –– NOV ST-120 NOV TDS-8SA NOV Derrick PRS-8i Foxhole NOV Amphion –– 19,686' –– –– 9,843' –– 3 NOV 14-P-220 7,500 –– –– –– 15,000 4 –– 1 1 1 –– 15 4-1/16"" 2 NOV 1 –– 240 18-3/4"" Flange –– –– –– –– –– 375'"
VANTAGE DRILLING COMPANY,16,Emerald Driller Baker Marine Pacific Class 375,2008,,Singapore N/A,ABS,375.0,,,"15' 30' 506' Y 55.5' 30,000' 2Q/’15 Thailand 9,275 3 to 5 120 236' 224' 19.5' S-61N / S-92 N Y 2,500 3,699 N/A 75' 75' x 30' 4 35 1.5"" EIPS/ IWRC 3,000' N/A 6.5 55 @ 25' 45 @ 25' 25 @ 20' –– –– Y 1,500 Loadmaster 35' x 35' 3,000 Wirth 1.625"" 49.5"" 220 N AKMH MH-1898 Mk I AKS DDM-650-AC-1M-1S-1150 Loadmaster AKMH 14,700' 15,000' N/A N/A N/A N/A 3 Wirth TPK 2200 CL, 2200HP 7,500 1,246 2,981 1,200 11,652 5 –– 1 1 1 N 15 3"" 4 Cameron 1 Cameron 178 18-3/4"" Flange 27.5"" ID 12"" Hydraulic CAD Systems N"
VANTAGE DRILLING COMPANY,16,Sapphire Driller Baker Marine Pacific Class 375,2009,,Singapore N/A,ABS,375.0,,,"15' 30' 506' Y 55.5' 30,000' 4Q/'14 Cote d'Ivoire 10,750 3 to 5 120 236' 224' 19.5' S-61N / S-92 N Y 2,500 3,748 N/A 75' 75' x 30' 4 35 1.5"" EIPS/ IWRC 3,000' N/A 6.5 55 @ 25' 45 @ 25' 25 @ 20' –– –– Y 1,500 Loadmaster 35' x 35' 3,000 Sense EDM 1.625"" 49.5"" 250 N T-Wrex Canrig 1275 AC Loadmaster Sense EDM 14,451' 10,000' N/A N/A N/A N/A 3 Eweco E-2200-15 7,500 1,000 3,075 1,200 11,652 4 –– 1 1 1 N 15 3"" 4 Cameron 1 Cameron 178 18-3/4"" Flange 27.5"" ID 12"" Hydraulic CAD Systems N"
VANTAGE DRILLING COMPANY,16,Topaz Driller Baker Marine Pacific Class 375,2009,,Singapore 2011,ABS,375.0,,,"15' 30' 506' Y 55.5' 30,000' 3Q/'15 Indonesia 9,275 3 to 5 120 236' 224' 19.5' S-61N / S-92 N Y 2,500 3,748 N/A 75' 75' x 30' 4 35 1.5"" EIPS/ IWRC 3,000' N/A 6.5 55 @ 25' 55 @ 25' 25 @ 20' –– –– Y 1,800 Loadmaster 35' x 35' 3,000 Sense EDM 1.625"" 49.5"" 250 N T-Wrex Canrig 1275 AC Loadmaster Sense EDM 5,100' 19,925' N/A N/A N/A 9,858' 3 Eweco E-2200-15 7,500 1,000 3,075 1,200 11,652 4 –– 1 1 1 N 15 3"" 4 Cameron 1 Cameron 178 18-3/4"" Flange 27.5"" ID 12"" Hydraulic CAD Systems N"
VietSovPetro,16,Tam Dao 02 Baker Marine Pacific Class 375,2010,,Singapore,ABS,375.0,,,"15' 30' 506' Y 55.5' 30,000' Drilling South East Asia 10,750 3 to 5 120 236' 224' 19.5' S-61N / S-92 N Y 2500 3748 N/A 75' 75' x 30' 4 35 1.5"" EIPS/ IWRC 3,000'' N/A 6.5 55 @ 25' 55 @ 25' 25 @ 20' –– –– Y 1800 Loadmaster 35' x 35' 3000 Sense EDM 1.625"" 49.5"" 250 N T-Wrex Canrig 1275 AC Loadmaster Sense EDM 5,100' 19,925' N/A N/A N/A 9,858' 3 Eweco E-2200-15 7,500 1,000 3075 1200 11,652 4 –– 1 1 1 N 15 3 4 Cameron 1 Cameron 178 18-3/4"" Flange 27.5"" ID 12"" Hydraulic CAD Systems N 375'"
VietSovPetro,50,Gul Road Singapore 629351 Tel: (65),6863,7200,www.keppelfels.com,,,,,
