# provenance: previous project reference
# extraction_date: 2026-07-29
# schema: grade,diameter_in,area_in2,unit_weight_lbf_ft,modulus_psi,catalog_sonic_velocity_ft_s,weight_derived_velocity_ft_s,tensile_strength_psi,raw_sonic_velocity_kft_s,catalog_velocity_relative_residual,source_rows,raw_labels
# units: explicit in unit-suffixed fields; surface values unverified_source_unit
grade,diameter_in,area_in2,unit_weight_lbf_ft,modulus_psi,catalog_sonic_velocity_ft_s,weight_derived_velocity_ft_s,tensile_strength_psi,raw_sonic_velocity_kft_s,catalog_velocity_relative_residual,source_rows,raw_labels
W - S-67,0.875,0.601,2.22,30500000,16000,16299.096635623319,120000,16,0.018693539726,886,W - S-67  - 0.875
W - S-67,1,0.785,2.9,30500000,16000,16298.161437720514,120000,16,0.018635089858,887,W - S-67  - 1.000
W - S-87,0.625,0.307,1.13,30500000,16000,16327.990982830626,108000,16,0.020499436427,888,W - S-87  - 0.625
W - S-87,0.75,0.442,1.63,30500000,16000,16312.484737552506,125000,16,0.019530296097,889,W - S-87  - 0.750
W - S-87,0.875,0.601,2.22,30500000,16000,16299.096635623319,125000,16,0.018693539726,890,W - S-87  - 0.875
W - S-87,1,0.785,2.9,30500000,16000,16298.161437720514,125000,16,0.018635089858,891,W - S-87  - 1.000
W - S-88,0.625,0.307,1.13,30500000,16000,16327.990982830626,140000,16,0.020499436427,892,W - S-88  - 0.625
W - S-88,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,893,W - S-88  - 0.750
W - S-88,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,894,W - S-88  - 0.875
W - S-88,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,895,W - S-88  - 1.000
W - S60,0.5,0.196,0.72,29000000,15800,15937.259810826257,100000,15.8,0.008687329799,898,W - S60  - 0.500
W - S60,0.625,0.307,1.11,29000000,15800,16064.217052334188,100000,15.8,0.016722598249,899,W - S60  - 0.625
W - S60,0.75,0.442,1.63,30500000,16730,16312.484737552506,100000,16.73,0.024956082633,900,W - S60  - 0.750
W - S60,0.875,0.601,2.22,30500000,16730,16299.096635623319,100000,16.73,0.025756327817,901,W - S60  - 0.875
W - S60,1,0.785,2.9,30500000,16730,16298.161437720514,100000,16.73,0.025812227273,902,W - S60  - 1.000
W - S60,1.125,0.994,3.68,30500000,16730,16280.662324368401,100000,16.73,0.026858199380,903,W - S60  - 1.125
W - S67,0.625,0.307,1.11,30500000,16730,16474.433295561639,108000,16.73,0.015275953642,904,W - S67  - 0.625
W - S67,0.75,0.442,1.63,30500000,16730,16312.484737552506,120000,16.73,0.024956082633,905,W - S67  - 0.750
W - S67,0.875,0.601,2.22,30500000,16730,16299.096635623319,120000,16.73,0.025756327817,906,W - S67  - 0.875
W - S67,1,0.785,2.9,30500000,16730,16298.161437720514,120000,16.73,0.025812227273,907,W - S67  - 1.000
W - S87,0.625,0.307,1.11,30500000,16730,16474.433295561639,108000,16.73,0.015275953642,908,W - S87  - 0.625
W - S87,0.75,0.442,1.63,30500000,16730,16312.484737552506,125000,16.73,0.024956082633,909,W - S87  - 0.750
W - S87,0.875,0.601,2.22,30500000,16730,16299.096635623319,125000,16.73,0.025756327817,910,W - S87  - 0.875
W - S87,1,0.785,2.9,30500000,16730,16298.161437720514,125000,16.73,0.025812227273,911,W - S87  - 1.000
W - S88,0.625,0.307,1.11,30500000,16730,16474.433295561639,140000,16.73,0.015275953642,912,W - S88  - 0.625
W - S88,0.75,0.442,1.63,30500000,16730,16312.484737552506,140000,16.73,0.024956082633,913,W - S88  - 0.750
W - S88,0.875,0.601,2.22,30500000,16730,16299.096635623319,140000,16.73,0.025756327817,914,W - S88  - 0.875
W - S88,1,0.785,2.9,30500000,16730,16298.161437720514,140000,16.73,0.025812227273,915,W - S88  - 1.000
W - S88,1.125,0.994,3.68,30500000,16730,16280.662324368401,145000,16.73,0.026858199380,916,W - S88  - 1.125
W - T66,0.75,0.442,1.63,30500000,16730,16312.484737552506,140000,16.73,0.024956082633,917,W - T66  - 0.750
W - T66,0.875,0.601,2.22,30500000,16730,16299.096635623319,100000,16.73,0.025756327817,918,W - T66  - 0.875
W - T66,1,0.785,2.9,30500000,16730,16298.161437720514,140000,16.73,0.025812227273,919,W - T66  - 1.000
W - T66,1.125,0.994,3.68,30500000,16730,16280.662324368401,140000,16.73,0.026858199380,920,W - T66  - 1.125
W - T66,1.25,1.227,4.9,30500000,16730,15675.703025441530,140000,16.73,0.063018348748,921,W - T66  - 1.250
W - T66,1.5,1.767,6.13,30500000,16730,16818.638013006915,140000,16.73,0.005298147819,922,W - T66  - 1.500
W - T66/XD,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,923,W - T66/XD  - 0.750
W - T66/XD,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,924,W - T66/XD  - 0.875
W - T66/XD,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,925,W - T66/XD  - 1.000
W - T66/XD,1.125,0.994,3.68,30500000,16000,16280.662324368401,140000,16,0.017541395273,926,W - T66/XD  - 1.125
W -MD-56,0.625,0.307,1.11,29000000,15800,16064.217052334188,108000,15.8,0.016722598249,927,W -MD-56  - 0.625
W -MD-56,0.75,0.442,1.63,30000000,16000,16178.223320746655,115000,16,0.011138957547,928,W -MD-56  - 0.750
W -MD-56,0.875,0.601,2.22,30000000,16000,16164.945410830658,115000,16,0.010309088177,929,W -MD-56  - 0.875
W -T-66,0.75,0.442,1.63,30500000,16730,16312.484737552506,140000,16.73,0.024956082633,930,W -T-66  - 0.750
W -T-66,0.875,0.601,2.22,30500000,16730,16299.096635623319,140000,16.73,0.025756327817,931,W -T-66  - 0.875
W -T-66,1,0.785,2.9,30500000,16730,16298.161437720514,140000,16.73,0.025812227273,932,W -T-66  - 1.000
W -T-66,1.125,0.994,3.68,30500000,16730,16280.662324368401,140000,16.73,0.026858199380,933,W -T-66  - 1.125
W -T-66,1.25,1.227,4.9,30500000,16730,15675.703025441530,140000,16.73,0.063018348748,934,W -T-66  - 1.250
W -T-66,1.5,1.767,6.13,30500000,16730,16818.638013006915,140000,16.73,0.005298147819,935,W -T-66  - 1.500
W -T66/XD,0.75,0.442,1.63,30500000,16000,16312.484737552506,140000,16,0.019530296097,936,W -T66/XD  - 0.750
W -T66/XD,0.875,0.601,2.22,30500000,16000,16299.096635623319,140000,16,0.018693539726,937,W -T66/XD  - 0.875
W -T66/XD,1,0.785,2.9,30500000,16000,16298.161437720514,140000,16,0.018635089858,938,W -T66/XD  - 1.000
W -T66/XD,1.125,0.994,3.68,30500000,16000,16280.662324368401,140000,16,0.017541395273,939,W -T66/XD  - 1.125
WHS,0.75,0.442,1.63,30500000,16000,16312.484737552506,150000,16,0.019530296097,940,WHS - 0.750
WHS,0.875,0.601,1.63,30500000,16000,19021.563861395015,150000,16,0.188847741337,941,WHS - 0.875
WHS,1,0.785,2.9,30500000,16000,16298.161437720514,150000,16,0.018635089858,942,WHS - 1.000
WHS,1.125,0.994,3.67,30500000,16000,16302.827974284954,150000,16,0.018926748393,943,WHS - 1.125
