grade,fy,thickness_mm,spacing_mm,profile,web_height_mm,web_thickness_mm,flange_width_mm,flange_thickness_mm,web_slenderness,plate_length_mm,sigma_x,tau,utilization,governing_mode,plate_util,column_util,torsional_util,critical_stress_mpa,status
AH36,355.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.8908,torsional,0.7257,0.7123,0.8908,258.2,PASS
AH36,355.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5323,torsional,0.4551,0.4274,0.5323,259.25,PASS
AH36,355.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.444,torsional,0.3629,0.3252,0.444,258.98,PASS
AH36,355.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.667,torsional,0.5443,0.4878,0.667,258.6,PASS
AH36,355.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8914,torsional,0.7257,0.6504,0.8914,258.02,PASS
AH36,355.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5334,torsional,0.4551,0.3903,0.5334,258.72,PASS
AH36,355.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3629,plate_induced,0.3629,0.3239,0.3317,316.93,PASS
AH36,355.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5443,plate_induced,0.5443,0.4859,0.4976,316.93,PASS
AH36,355.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7257,plate_induced,0.7257,0.6479,0.6636,316.93,PASS
AH36,355.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4551,plate_induced,0.4551,0.3887,0.3981,316.93,PASS
AH36,355.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4443,torsional,0.3793,0.36,0.4443,258.86,PASS
AH36,355.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6683,torsional,0.569,0.54,0.6683,258.11,PASS
AH36,355.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.8952,torsional,0.7586,0.7199,0.8952,256.92,PASS
AH36,355.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5341,torsional,0.476,0.432,0.5341,258.36,PASS
AH36,355.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4449,torsional,0.3793,0.3263,0.4449,258.46,PASS
AH36,355.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6687,torsional,0.569,0.4895,0.6687,257.96,PASS
AH36,355.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8943,torsional,0.7586,0.6527,0.8943,257.18,PASS
AH36,355.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5346,torsional,0.476,0.3916,0.5346,258.13,PASS
AH36,355.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3793,plate_induced,0.3793,0.3239,0.3318,303.18,PASS
AH36,355.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.569,plate_induced,0.569,0.4859,0.4977,303.18,PASS
AH36,355.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7586,plate_induced,0.7586,0.6479,0.6636,303.18,PASS
AH36,355.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.476,plate_induced,0.476,0.3887,0.3981,303.18,PASS
AH36,355.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4457,torsional,0.4003,0.3637,0.4457,258.02,PASS
AH36,355.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6711,torsional,0.6004,0.5456,0.6711,257.02,PASS
AH36,355.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.901,torsional,0.8005,0.7275,0.901,255.28,PASS
AH36,355.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5362,torsional,0.5026,0.4365,0.5362,257.39,PASS
AH36,355.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4459,torsional,0.4003,0.3275,0.4459,257.9,PASS
AH36,355.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6706,torsional,0.6004,0.4912,0.6706,257.25,PASS
AH36,355.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8981,torsional,0.8005,0.6549,0.8981,256.11,PASS
AH36,355.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.536,torsional,0.5026,0.393,0.536,257.49,PASS
AH36,355.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4003,plate_induced,0.4003,0.3239,0.3318,287.31,PASS
AH36,355.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6004,plate_induced,0.6004,0.4859,0.4977,287.31,PASS
AH36,355.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.8005,plate_induced,0.8005,0.6479,0.6637,287.31,PASS
AH36,355.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5026,plate_induced,0.5026,0.3887,0.3982,287.31,PASS
EH40,390.0,8.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.8686,plate_induced,0.8686,0.316,0.5387,132.4,PASS
EH40,390.0,8.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.3029,plate_induced,1.3029,0.4741,0.9739,132.4,FAIL
EH40,390.0,8.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.7372,plate_induced,1.7372,0.6321,1.2986,132.4,FAIL
EH40,390.0,8.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,1.1041,plate_induced,1.1041,0.3793,0.7792,132.4,FAIL
EH40,390.0,8.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.8686,plate_induced,0.8686,0.2949,0.4892,132.4,PASS
EH40,390.0,8.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.3029,plate_induced,1.3029,0.4423,0.7987,132.4,FAIL
EH40,390.0,8.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.7372,plate_induced,1.7372,0.5898,1.0649,132.4,FAIL
EH40,390.0,8.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,1.1041,plate_induced,1.1041,0.3539,0.639,132.4,FAIL
EH40,390.0,8.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.8686,plate_induced,0.8686,0.2949,0.3099,132.4,PASS
EH40,390.0,8.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.3029,plate_induced,1.3029,0.4423,0.4688,132.4,FAIL
EH40,390.0,8.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.7372,plate_induced,1.7372,0.5897,0.625,132.4,FAIL
EH40,390.0,8.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,1.1041,plate_induced,1.1041,0.3538,0.375,132.4,FAIL
EH40,390.0,8.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,1.1823,plate_induced,1.1823,0.3174,0.6493,97.27,FAIL
EH40,390.0,8.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.7734,plate_induced,1.7734,0.4762,0.9739,97.27,FAIL
EH40,390.0,8.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,2.3645,plate_induced,2.3645,0.6349,1.2986,97.27,FAIL
EH40,390.0,8.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,1.5296,plate_induced,1.5296,0.3809,0.7792,97.27,FAIL
EH40,390.0,8.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,1.1823,plate_induced,1.1823,0.2951,0.5325,97.27,FAIL
EH40,390.0,8.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.7734,plate_induced,1.7734,0.4426,0.7987,97.27,FAIL
EH40,390.0,8.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,2.3645,plate_induced,2.3645,0.5902,1.0649,97.27,FAIL
EH40,390.0,8.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,1.5296,plate_induced,1.5296,0.3541,0.639,97.27,FAIL
EH40,390.0,8.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,1.1823,plate_induced,1.1823,0.2949,0.3125,97.27,FAIL
EH40,390.0,8.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.7734,plate_induced,1.7734,0.4423,0.4688,97.27,FAIL
EH40,390.0,8.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,2.3645,plate_induced,2.3645,0.5897,0.625,97.27,FAIL
EH40,390.0,8.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,1.5296,plate_induced,1.5296,0.3538,0.375,97.27,FAIL
EH40,390.0,8.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,1.5442,plate_induced,1.5442,0.3189,0.6493,74.47,FAIL
EH40,390.0,8.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,2.3162,plate_induced,2.3162,0.4783,0.9739,74.47,FAIL
EH40,390.0,8.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,3.0883,plate_induced,3.0883,0.6378,1.2986,74.47,FAIL
EH40,390.0,8.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,2.0354,plate_induced,2.0354,0.3827,0.7792,74.47,FAIL
EH40,390.0,8.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,1.5442,plate_induced,1.5442,0.2954,0.5325,74.47,FAIL
EH40,390.0,8.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,2.3162,plate_induced,2.3162,0.443,0.7987,74.47,FAIL
EH40,390.0,8.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,3.0883,plate_induced,3.0883,0.5907,1.0649,74.47,FAIL
EH40,390.0,8.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,2.0354,plate_induced,2.0354,0.3544,0.639,74.47,FAIL
EH40,390.0,8.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,1.5442,plate_induced,1.5442,0.2949,0.3125,74.47,FAIL
EH40,390.0,8.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,2.3162,plate_induced,2.3162,0.4423,0.4688,74.47,FAIL
EH40,390.0,8.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,3.0883,plate_induced,3.0883,0.5897,0.625,74.47,FAIL
EH40,390.0,8.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,2.0354,plate_induced,2.0354,0.3538,0.375,74.47,FAIL
EH40,390.0,10.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5577,plate_induced,0.5577,0.3179,0.4806,206.19,PASS
EH40,390.0,10.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.8366,plate_induced,0.8366,0.4768,0.7559,206.19,PASS
EH40,390.0,10.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.2986,torsional,1.1155,0.6358,1.2986,177.12,FAIL
EH40,390.0,10.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.701,plate_induced,0.701,0.3815,0.5889,206.19,PASS
EH40,390.0,10.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5577,plate_induced,0.5577,0.2951,0.4605,206.19,PASS
EH40,390.0,10.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8366,plate_induced,0.8366,0.4427,0.7089,206.19,PASS
EH40,390.0,10.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.1155,plate_induced,1.1155,0.5903,1.0649,206.19,FAIL
EH40,390.0,10.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.701,plate_induced,0.701,0.3542,0.5591,206.19,PASS
EH40,390.0,10.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5577,plate_induced,0.5577,0.2949,0.3088,206.19,PASS
EH40,390.0,10.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.8366,plate_induced,0.8366,0.4423,0.4639,206.19,PASS
EH40,390.0,10.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.1155,plate_induced,1.1155,0.5897,0.625,206.19,FAIL
EH40,390.0,10.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.701,plate_induced,0.701,0.3538,0.3708,206.19,PASS
EH40,390.0,10.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.7566,plate_induced,0.7566,0.3197,0.499,151.99,PASS
EH40,390.0,10.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.135,plate_induced,1.135,0.4796,0.9739,151.99,FAIL
EH40,390.0,10.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.5133,plate_induced,1.5133,0.6395,1.2986,151.99,FAIL
EH40,390.0,10.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.9543,plate_induced,0.9543,0.3837,0.6357,151.99,PASS
EH40,390.0,10.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.7566,plate_induced,0.7566,0.2955,0.4701,151.99,PASS
EH40,390.0,10.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.135,plate_induced,1.135,0.4433,0.7987,151.99,FAIL
EH40,390.0,10.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.5133,plate_induced,1.5133,0.591,1.0649,151.99,FAIL
EH40,390.0,10.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.9543,plate_induced,0.9543,0.3546,0.5822,151.99,PASS
EH40,390.0,10.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.7566,plate_induced,0.7566,0.2949,0.3092,151.99,PASS
EH40,390.0,10.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.135,plate_induced,1.135,0.4423,0.4688,151.99,FAIL
EH40,390.0,10.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.5133,plate_induced,1.5133,0.5897,0.625,151.99,FAIL
EH40,390.0,10.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.9543,plate_induced,0.9543,0.3538,0.3717,151.99,PASS
EH40,390.0,10.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.9883,plate_induced,0.9883,0.3217,0.5359,116.37,PASS
EH40,390.0,10.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.4824,plate_induced,1.4824,0.4825,0.9739,116.37,FAIL
EH40,390.0,10.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.9765,plate_induced,1.9765,0.6433,1.2986,116.37,FAIL
EH40,390.0,10.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,1.2606,plate_induced,1.2606,0.386,0.7792,116.37,FAIL
EH40,390.0,10.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.9883,plate_induced,0.9883,0.296,0.488,116.37,PASS
EH40,390.0,10.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.4824,plate_induced,1.4824,0.4439,0.7987,116.37,FAIL
EH40,390.0,10.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.9765,plate_induced,1.9765,0.5919,1.0649,116.37,FAIL
EH40,390.0,10.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,1.2606,plate_induced,1.2606,0.3552,0.639,116.37,FAIL
EH40,390.0,10.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.9883,plate_induced,0.9883,0.2949,0.3099,116.37,PASS
EH40,390.0,10.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.4824,plate_induced,1.4824,0.4423,0.4688,116.37,FAIL
EH40,390.0,10.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.9765,plate_induced,1.9765,0.5897,0.625,116.37,FAIL
EH40,390.0,10.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,1.2606,plate_induced,1.2606,0.3538,0.375,116.37,FAIL
EH40,390.0,12.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.455,torsional,0.4383,0.3198,0.455,252.73,PASS
EH40,390.0,12.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6939,torsional,0.6575,0.4798,0.6939,248.6,PASS
EH40,390.0,12.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9601,torsional,0.8767,0.6397,0.9601,239.57,PASS
EH40,390.0,12.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5509,torsional,0.5497,0.3838,0.5509,250.49,PASS
EH40,390.0,12.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4459,torsional,0.4383,0.2955,0.4459,257.91,PASS
EH40,390.0,12.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.6755,torsional,0.6575,0.4433,0.6755,255.37,PASS
EH40,390.0,12.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.9203,torsional,0.8767,0.5911,0.9203,249.93,PASS
EH40,390.0,12.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5497,plate_induced,0.5497,0.3546,0.5379,262.35,PASS
EH40,390.0,12.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.4383,plate_induced,0.4383,0.2949,0.3084,262.35,PASS
EH40,390.0,12.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.6575,plate_induced,0.6575,0.4423,0.4628,262.35,PASS
EH40,390.0,12.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.8767,plate_induced,0.8767,0.5897,0.6177,262.35,PASS
EH40,390.0,12.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.5497,plate_induced,0.5497,0.3538,0.3702,262.35,PASS
EH40,390.0,12.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5318,plate_induced,0.5318,0.3221,0.4634,216.26,PASS
EH40,390.0,12.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.7976,plate_induced,0.7976,0.4832,0.7196,216.26,PASS
EH40,390.0,12.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.2986,torsional,1.0635,0.6442,1.2986,177.12,FAIL
EH40,390.0,12.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.6677,plate_induced,0.6677,0.3865,0.5651,216.26,PASS
EH40,390.0,12.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5318,plate_induced,0.5318,0.2961,0.4508,216.26,PASS
EH40,390.0,12.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.7976,plate_induced,0.7976,0.4441,0.69,216.26,PASS
EH40,390.0,12.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.0649,torsional,1.0635,0.5921,1.0649,215.97,FAIL
EH40,390.0,12.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.6677,plate_induced,0.6677,0.3553,0.5461,216.26,PASS
EH40,390.0,12.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5318,plate_induced,0.5318,0.2949,0.3086,216.26,PASS
EH40,390.0,12.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.7976,plate_induced,0.7976,0.4423,0.4632,216.26,PASS
EH40,390.0,12.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.0635,plate_induced,1.0635,0.5897,0.625,216.26,FAIL
EH40,390.0,12.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.6677,plate_induced,0.6677,0.3538,0.3704,216.26,PASS
EH40,390.0,12.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.6863,plate_induced,0.6863,0.3244,0.4748,167.57,PASS
EH40,390.0,12.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.0294,plate_induced,1.0294,0.4866,0.8155,167.57,FAIL
EH40,390.0,12.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.3726,plate_induced,1.3726,0.6489,1.2986,167.57,FAIL
EH40,390.0,12.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.8625,plate_induced,0.8625,0.3893,0.5909,167.57,PASS
EH40,390.0,12.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.6863,plate_induced,0.6863,0.2967,0.4573,167.57,PASS
EH40,390.0,12.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.0294,plate_induced,1.0294,0.445,0.7372,167.57,FAIL
EH40,390.0,12.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.3726,plate_induced,1.3726,0.5933,1.0649,167.57,FAIL
EH40,390.0,12.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.8625,plate_induced,0.8625,0.356,0.5601,167.57,PASS
EH40,390.0,12.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.6863,plate_induced,0.6863,0.2949,0.3087,167.57,PASS
EH40,390.0,12.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.0294,plate_induced,1.0294,0.4423,0.465,167.57,FAIL
EH40,390.0,12.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.3726,plate_induced,1.3726,0.5897,0.625,167.57,FAIL
EH40,390.0,12.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.8625,plate_induced,0.8625,0.3538,0.3709,167.57,PASS
EH40,390.0,14.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4418,torsional,0.3882,0.3218,0.4418,260.3,PASS
EH40,390.0,14.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6681,torsional,0.5823,0.4827,0.6681,258.21,PASS
EH40,390.0,14.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9032,torsional,0.7765,0.6436,0.9032,254.65,PASS
EH40,390.0,14.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5327,torsional,0.4862,0.3862,0.5327,259.05,PASS
EH40,390.0,14.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.4378,torsional,0.3882,0.296,0.4378,262.69,PASS
EH40,390.0,14.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.66,torsional,0.5823,0.444,0.66,261.35,PASS
EH40,390.0,14.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,0.8877,torsional,0.7765,0.592,0.8877,259.11,PASS
EH40,390.0,14.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.5269,torsional,0.4862,0.3552,0.5269,261.89,PASS
EH40,390.0,14.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.3882,plate_induced,0.3882,0.2949,0.3082,296.22,PASS
EH40,390.0,14.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.5823,plate_induced,0.5823,0.4423,0.4624,296.22,PASS
EH40,390.0,14.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,0.7765,plate_induced,0.7765,0.5897,0.6167,296.22,PASS
EH40,390.0,14.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.4862,plate_induced,0.4862,0.3538,0.3699,296.22,PASS
EH40,390.0,14.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.4465,torsional,0.4383,0.3245,0.4465,257.55,PASS
EH40,390.0,14.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.6789,torsional,0.6575,0.4867,0.6789,254.09,PASS
EH40,390.0,14.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,0.9341,torsional,0.8767,0.649,0.9341,246.22,PASS
EH40,390.0,14.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.5495,plate_induced,0.5495,0.3894,0.5398,262.35,PASS
