grade,fy,thickness_mm,width_mm,length_mm,aspect,slenderness_beta,sigma_x,sigma_y,tau,utilization,critical_stress_mpa,safety_factor,governing,status
AH36,355.0,24.0,600.0,2400.0,4.0,1.0378,150.0,0.0,0.0,0.525,328.56,1.9047,plate_buckling,PASS
AH36,355.0,24.0,600.0,2400.0,4.0,1.0378,200.0,0.0,0.0,0.7,328.56,1.4285,plate_buckling,PASS
AH36,355.0,24.0,600.0,2400.0,4.0,1.0378,120.0,0.0,40.0,0.4387,328.56,2.2792,plate_buckling,PASS
AH36,355.0,24.0,600.0,2400.0,4.0,1.0378,120.0,60.0,0.0,0.42,328.56,2.3809,plate_buckling,PASS
AH36,355.0,24.0,600.0,2400.0,4.0,1.0378,100.0,50.0,50.0,0.3793,328.56,2.6365,plate_buckling,PASS
AH36,355.0,24.0,800.0,2400.0,3.0,1.3838,100.0,0.0,0.0,0.3734,307.99,2.6782,plate_buckling,PASS
AH36,355.0,24.0,800.0,2400.0,3.0,1.3838,150.0,0.0,0.0,0.5601,307.99,1.7855,plate_buckling,PASS
AH36,355.0,24.0,800.0,2400.0,3.0,1.3838,200.0,0.0,0.0,0.7468,307.99,1.3391,plate_buckling,PASS
AH36,355.0,24.0,800.0,2400.0,3.0,1.3838,120.0,0.0,40.0,0.4684,307.99,2.1349,plate_buckling,PASS
AH36,355.0,24.0,800.0,2400.0,3.0,1.3838,120.0,60.0,0.0,0.4481,307.99,2.2318,plate_buckling,PASS
AH36,355.0,24.0,800.0,2400.0,3.0,1.3838,100.0,50.0,50.0,0.4052,307.99,2.4681,plate_buckling,PASS
AH36,355.0,24.0,1000.0,2400.0,2.4,1.7297,100.0,0.0,0.0,0.4084,281.55,2.4483,plate_buckling,PASS
AH36,355.0,24.0,1000.0,2400.0,2.4,1.7297,150.0,0.0,0.0,0.6127,281.55,1.6322,plate_buckling,PASS
AH36,355.0,24.0,1000.0,2400.0,2.4,1.7297,200.0,0.0,0.0,0.8169,281.55,1.2241,plate_buckling,PASS
AH36,355.0,24.0,1000.0,2400.0,2.4,1.7297,120.0,0.0,40.0,0.5127,281.55,1.9505,plate_buckling,PASS
AH36,355.0,24.0,1000.0,2400.0,2.4,1.7297,120.0,60.0,0.0,0.4901,281.55,2.0402,plate_buckling,PASS
AH36,355.0,24.0,1000.0,2400.0,2.4,1.7297,100.0,50.0,50.0,0.4437,281.55,2.2539,plate_buckling,PASS
AH36,355.0,25.0,600.0,2400.0,4.0,0.9963,100.0,0.0,0.0,0.3478,330.63,2.8751,plate_buckling,PASS
AH36,355.0,25.0,600.0,2400.0,4.0,0.9963,150.0,0.0,0.0,0.5217,330.63,1.9167,plate_buckling,PASS
AH36,355.0,25.0,600.0,2400.0,4.0,0.9963,200.0,0.0,0.0,0.6956,330.63,1.4375,plate_buckling,PASS
AH36,355.0,25.0,600.0,2400.0,4.0,0.9963,120.0,0.0,40.0,0.436,330.63,2.2938,plate_buckling,PASS
AH36,355.0,25.0,600.0,2400.0,4.0,0.9963,120.0,60.0,0.0,0.4174,330.63,2.3959,plate_buckling,PASS
AH36,355.0,25.0,600.0,2400.0,4.0,0.9963,100.0,50.0,50.0,0.3768,330.63,2.6537,plate_buckling,PASS
AH36,355.0,25.0,800.0,2400.0,3.0,1.3284,100.0,0.0,0.0,0.369,311.68,2.7103,plate_buckling,PASS
AH36,355.0,25.0,800.0,2400.0,3.0,1.3284,150.0,0.0,0.0,0.5535,311.68,1.8068,plate_buckling,PASS
AH36,355.0,25.0,800.0,2400.0,3.0,1.3284,200.0,0.0,0.0,0.7379,311.68,1.3551,plate_buckling,PASS
AH36,355.0,25.0,800.0,2400.0,3.0,1.3284,120.0,0.0,40.0,0.4628,311.68,2.1608,plate_buckling,PASS
AH36,355.0,25.0,800.0,2400.0,3.0,1.3284,120.0,60.0,0.0,0.4428,311.68,2.2585,plate_buckling,PASS
AH36,355.0,25.0,800.0,2400.0,3.0,1.3284,100.0,50.0,50.0,0.4003,311.68,2.4984,plate_buckling,PASS
AH36,355.0,25.0,1000.0,2400.0,2.4,1.6605,100.0,0.0,0.0,0.4003,287.31,2.4984,plate_buckling,PASS
AH36,355.0,25.0,1000.0,2400.0,2.4,1.6605,150.0,0.0,0.0,0.6004,287.31,1.6656,plate_buckling,PASS
AH36,355.0,25.0,1000.0,2400.0,2.4,1.6605,200.0,0.0,0.0,0.8005,287.31,1.2492,plate_buckling,PASS
AH36,355.0,25.0,1000.0,2400.0,2.4,1.6605,120.0,0.0,40.0,0.5023,287.31,1.9908,plate_buckling,PASS
AH36,355.0,25.0,1000.0,2400.0,2.4,1.6605,120.0,60.0,0.0,0.4803,287.31,2.082,plate_buckling,PASS
AH36,355.0,25.0,1000.0,2400.0,2.4,1.6605,100.0,50.0,50.0,0.4346,287.31,2.3008,plate_buckling,PASS
EH40,390.0,8.0,600.0,2400.0,4.0,3.2633,100.0,0.0,0.0,0.8686,132.4,1.1513,plate_buckling,PASS
EH40,390.0,8.0,600.0,2400.0,4.0,3.2633,150.0,0.0,0.0,1.3029,132.4,0.7675,plate_buckling,FAIL
EH40,390.0,8.0,600.0,2400.0,4.0,3.2633,200.0,0.0,0.0,1.7372,132.4,0.5756,plate_buckling,FAIL
EH40,390.0,8.0,600.0,2400.0,4.0,3.2633,120.0,0.0,40.0,1.1041,132.4,0.9057,plate_buckling,FAIL
EH40,390.0,8.0,600.0,2400.0,4.0,3.2633,120.0,60.0,0.0,1.0423,132.4,0.9594,plate_buckling,FAIL
EH40,390.0,8.0,600.0,2400.0,4.0,3.2633,100.0,50.0,50.0,0.9652,132.4,1.0361,plate_buckling,PASS
EH40,390.0,8.0,800.0,2400.0,3.0,4.3511,100.0,0.0,0.0,1.5442,74.47,0.6476,plate_buckling,FAIL
EH40,390.0,8.0,800.0,2400.0,3.0,4.3511,150.0,0.0,0.0,2.3162,74.47,0.4317,plate_buckling,FAIL
EH40,390.0,8.0,800.0,2400.0,3.0,4.3511,200.0,0.0,0.0,3.0883,74.47,0.3238,plate_buckling,FAIL
EH40,390.0,8.0,800.0,2400.0,3.0,4.3511,120.0,0.0,40.0,2.0354,74.47,0.4913,plate_buckling,FAIL
EH40,390.0,8.0,800.0,2400.0,3.0,4.3511,120.0,60.0,0.0,1.853,74.47,0.5397,plate_buckling,FAIL
EH40,390.0,8.0,800.0,2400.0,3.0,4.3511,100.0,50.0,50.0,1.8292,74.47,0.5467,plate_buckling,FAIL
EH40,390.0,8.0,1000.0,2400.0,2.4,5.4389,100.0,0.0,0.0,2.4128,47.66,0.4145,plate_buckling,FAIL
EH40,390.0,8.0,1000.0,2400.0,2.4,5.4389,150.0,0.0,0.0,3.6191,47.66,0.2763,plate_buckling,FAIL
EH40,390.0,8.0,1000.0,2400.0,2.4,5.4389,200.0,0.0,0.0,4.8255,47.66,0.2072,plate_buckling,FAIL
EH40,390.0,8.0,1000.0,2400.0,2.4,5.4389,120.0,0.0,40.0,3.3046,47.66,0.3026,plate_buckling,FAIL
EH40,390.0,8.0,1000.0,2400.0,2.4,5.4389,120.0,60.0,0.0,2.8953,47.66,0.3454,plate_buckling,FAIL
EH40,390.0,8.0,1000.0,2400.0,2.4,5.4389,100.0,50.0,50.0,3.0522,47.66,0.3276,plate_buckling,FAIL
EH40,390.0,9.0,600.0,2400.0,4.0,2.9007,100.0,0.0,0.0,0.6863,167.57,1.4571,plate_buckling,PASS
EH40,390.0,9.0,600.0,2400.0,4.0,2.9007,150.0,0.0,0.0,1.0294,167.57,0.9714,plate_buckling,FAIL
EH40,390.0,9.0,600.0,2400.0,4.0,2.9007,200.0,0.0,0.0,1.3726,167.57,0.7285,plate_buckling,FAIL
EH40,390.0,9.0,600.0,2400.0,4.0,2.9007,120.0,0.0,40.0,0.8644,167.57,1.1569,plate_buckling,PASS
EH40,390.0,9.0,600.0,2400.0,4.0,2.9007,120.0,60.0,0.0,0.8236,167.57,1.2142,plate_buckling,PASS
EH40,390.0,9.0,600.0,2400.0,4.0,2.9007,100.0,50.0,50.0,0.7501,167.57,1.3331,plate_buckling,PASS
EH40,390.0,9.0,800.0,2400.0,3.0,3.8676,100.0,0.0,0.0,1.2201,94.26,0.8196,plate_buckling,FAIL
EH40,390.0,9.0,800.0,2400.0,3.0,3.8676,150.0,0.0,0.0,1.8301,94.26,0.5464,plate_buckling,FAIL
EH40,390.0,9.0,800.0,2400.0,3.0,3.8676,200.0,0.0,0.0,2.4402,94.26,0.4098,plate_buckling,FAIL
EH40,390.0,9.0,800.0,2400.0,3.0,3.8676,120.0,0.0,40.0,1.578,94.26,0.6337,plate_buckling,FAIL
EH40,390.0,9.0,800.0,2400.0,3.0,3.8676,120.0,60.0,0.0,1.4641,94.26,0.683,plate_buckling,FAIL
EH40,390.0,9.0,800.0,2400.0,3.0,3.8676,100.0,50.0,50.0,1.398,94.26,0.7153,plate_buckling,FAIL
EH40,390.0,9.0,1000.0,2400.0,2.4,4.8346,100.0,0.0,0.0,1.9064,60.32,0.5246,plate_buckling,FAIL
EH40,390.0,9.0,1000.0,2400.0,2.4,4.8346,150.0,0.0,0.0,2.8596,60.32,0.3497,plate_buckling,FAIL
EH40,390.0,9.0,1000.0,2400.0,2.4,4.8346,200.0,0.0,0.0,3.8128,60.32,0.2623,plate_buckling,FAIL
EH40,390.0,9.0,1000.0,2400.0,2.4,4.8346,120.0,0.0,40.0,2.5431,60.32,0.3932,plate_buckling,FAIL
EH40,390.0,9.0,1000.0,2400.0,2.4,4.8346,120.0,60.0,0.0,2.2877,60.32,0.4371,plate_buckling,FAIL
EH40,390.0,9.0,1000.0,2400.0,2.4,4.8346,100.0,50.0,50.0,2.3056,60.32,0.4337,plate_buckling,FAIL
EH40,390.0,10.0,600.0,2400.0,4.0,2.6107,100.0,0.0,0.0,0.5577,206.19,1.793,plate_buckling,PASS
EH40,390.0,10.0,600.0,2400.0,4.0,2.6107,150.0,0.0,0.0,0.8366,206.19,1.1953,plate_buckling,PASS
EH40,390.0,10.0,600.0,2400.0,4.0,2.6107,200.0,0.0,0.0,1.1155,206.19,0.8965,plate_buckling,FAIL
EH40,390.0,10.0,600.0,2400.0,4.0,2.6107,120.0,0.0,40.0,0.701,206.19,1.4266,plate_buckling,PASS
EH40,390.0,10.0,600.0,2400.0,4.0,2.6107,120.0,60.0,0.0,0.6693,206.19,1.4941,plate_buckling,PASS
EH40,390.0,10.0,600.0,2400.0,4.0,2.6107,100.0,50.0,50.0,0.6072,206.19,1.6468,plate_buckling,PASS
EH40,390.0,10.0,800.0,2400.0,3.0,3.4809,100.0,0.0,0.0,0.9883,116.37,1.0119,plate_buckling,PASS
EH40,390.0,10.0,800.0,2400.0,3.0,3.4809,150.0,0.0,0.0,1.4824,116.37,0.6746,plate_buckling,FAIL
EH40,390.0,10.0,800.0,2400.0,3.0,3.4809,200.0,0.0,0.0,1.9765,116.37,0.5059,plate_buckling,FAIL
EH40,390.0,10.0,800.0,2400.0,3.0,3.4809,120.0,0.0,40.0,1.2606,116.37,0.7932,plate_buckling,FAIL
EH40,390.0,10.0,800.0,2400.0,3.0,3.4809,120.0,60.0,0.0,1.1859,116.37,0.8432,plate_buckling,FAIL
EH40,390.0,10.0,800.0,2400.0,3.0,3.4809,100.0,50.0,50.0,1.105,116.37,0.905,plate_buckling,FAIL
EH40,390.0,10.0,1000.0,2400.0,2.4,4.3511,100.0,0.0,0.0,1.5442,74.47,0.6476,plate_buckling,FAIL
EH40,390.0,10.0,1000.0,2400.0,2.4,4.3511,150.0,0.0,0.0,2.3162,74.47,0.4317,plate_buckling,FAIL
EH40,390.0,10.0,1000.0,2400.0,2.4,4.3511,200.0,0.0,0.0,3.0883,74.47,0.3238,plate_buckling,FAIL
EH40,390.0,10.0,1000.0,2400.0,2.4,4.3511,120.0,0.0,40.0,2.0206,74.47,0.4949,plate_buckling,FAIL
EH40,390.0,10.0,1000.0,2400.0,2.4,4.3511,120.0,60.0,0.0,1.853,74.47,0.5397,plate_buckling,FAIL
EH40,390.0,10.0,1000.0,2400.0,2.4,4.3511,100.0,50.0,50.0,1.8061,74.47,0.5537,plate_buckling,FAIL
EH40,390.0,11.0,600.0,2400.0,4.0,2.3733,100.0,0.0,0.0,0.483,238.09,2.0704,plate_buckling,PASS
EH40,390.0,11.0,600.0,2400.0,4.0,2.3733,150.0,0.0,0.0,0.7245,238.09,1.3802,plate_buckling,PASS
EH40,390.0,11.0,600.0,2400.0,4.0,2.3733,200.0,0.0,0.0,0.966,238.09,1.0352,plate_buckling,PASS
EH40,390.0,11.0,600.0,2400.0,4.0,2.3733,120.0,0.0,40.0,0.6064,238.09,1.6492,plate_buckling,PASS
EH40,390.0,11.0,600.0,2400.0,4.0,2.3733,120.0,60.0,0.0,0.5796,238.09,1.7253,plate_buckling,PASS
EH40,390.0,11.0,600.0,2400.0,4.0,2.3733,100.0,50.0,50.0,0.5248,238.09,1.9055,plate_buckling,PASS
EH40,390.0,11.0,800.0,2400.0,3.0,3.1644,100.0,0.0,0.0,0.8167,140.8,1.2244,plate_buckling,PASS
EH40,390.0,11.0,800.0,2400.0,3.0,3.1644,150.0,0.0,0.0,1.2251,140.8,0.8162,plate_buckling,FAIL
EH40,390.0,11.0,800.0,2400.0,3.0,3.1644,200.0,0.0,0.0,1.6335,140.8,0.6122,plate_buckling,FAIL
EH40,390.0,11.0,800.0,2400.0,3.0,3.1644,120.0,0.0,40.0,1.0313,140.8,0.9696,plate_buckling,FAIL
EH40,390.0,11.0,800.0,2400.0,3.0,3.1644,120.0,60.0,0.0,0.9801,140.8,1.0203,plate_buckling,PASS
EH40,390.0,11.0,800.0,2400.0,3.0,3.1644,100.0,50.0,50.0,0.8968,140.8,1.1151,plate_buckling,PASS
EH40,390.0,11.0,1000.0,2400.0,2.4,3.9555,100.0,0.0,0.0,1.2762,90.11,0.7836,plate_buckling,FAIL
EH40,390.0,11.0,1000.0,2400.0,2.4,3.9555,150.0,0.0,0.0,1.9143,90.11,0.5224,plate_buckling,FAIL
EH40,390.0,11.0,1000.0,2400.0,2.4,3.9555,200.0,0.0,0.0,2.5523,90.11,0.3918,plate_buckling,FAIL
EH40,390.0,11.0,1000.0,2400.0,2.4,3.9555,120.0,0.0,40.0,1.6459,90.11,0.6076,plate_buckling,FAIL
EH40,390.0,11.0,1000.0,2400.0,2.4,3.9555,120.0,60.0,0.0,1.5314,90.11,0.653,plate_buckling,FAIL
EH40,390.0,11.0,1000.0,2400.0,2.4,3.9555,100.0,50.0,50.0,1.4551,90.11,0.6873,plate_buckling,FAIL
EH40,390.0,12.0,600.0,2400.0,4.0,2.1755,100.0,0.0,0.0,0.4383,262.35,2.2813,plate_buckling,PASS
EH40,390.0,12.0,600.0,2400.0,4.0,2.1755,150.0,0.0,0.0,0.6575,262.35,1.5209,plate_buckling,PASS
EH40,390.0,12.0,600.0,2400.0,4.0,2.1755,200.0,0.0,0.0,0.8767,262.35,1.1407,plate_buckling,PASS
EH40,390.0,12.0,600.0,2400.0,4.0,2.1755,120.0,0.0,40.0,0.5497,262.35,1.8191,plate_buckling,PASS
EH40,390.0,12.0,600.0,2400.0,4.0,2.1755,120.0,60.0,0.0,0.526,262.35,1.9011,plate_buckling,PASS
EH40,390.0,12.0,600.0,2400.0,4.0,2.1755,100.0,50.0,50.0,0.4754,262.35,2.1035,plate_buckling,PASS
EH40,390.0,12.0,800.0,2400.0,3.0,2.9007,100.0,0.0,0.0,0.6863,167.57,1.4571,plate_buckling,PASS
EH40,390.0,12.0,800.0,2400.0,3.0,2.9007,150.0,0.0,0.0,1.0294,167.57,0.9714,plate_buckling,FAIL
EH40,390.0,12.0,800.0,2400.0,3.0,2.9007,200.0,0.0,0.0,1.3726,167.57,0.7285,plate_buckling,FAIL
EH40,390.0,12.0,800.0,2400.0,3.0,2.9007,120.0,0.0,40.0,0.8625,167.57,1.1594,plate_buckling,PASS
EH40,390.0,12.0,800.0,2400.0,3.0,2.9007,120.0,60.0,0.0,0.8236,167.57,1.2142,plate_buckling,PASS
EH40,390.0,12.0,800.0,2400.0,3.0,2.9007,100.0,50.0,50.0,0.7472,167.57,1.3384,plate_buckling,PASS
EH40,390.0,12.0,1000.0,2400.0,2.4,3.6259,100.0,0.0,0.0,1.0723,107.24,0.9325,plate_buckling,FAIL
EH40,390.0,12.0,1000.0,2400.0,2.4,3.6259,150.0,0.0,0.0,1.6085,107.24,0.6217,plate_buckling,FAIL
EH40,390.0,12.0,1000.0,2400.0,2.4,3.6259,200.0,0.0,0.0,2.1447,107.24,0.4663,plate_buckling,FAIL
EH40,390.0,12.0,1000.0,2400.0,2.4,3.6259,120.0,0.0,40.0,1.3676,107.24,0.7312,plate_buckling,FAIL
EH40,390.0,12.0,1000.0,2400.0,2.4,3.6259,120.0,60.0,0.0,1.2868,107.24,0.7771,plate_buckling,FAIL
EH40,390.0,12.0,1000.0,2400.0,2.4,3.6259,100.0,50.0,50.0,1.1986,107.24,0.8343,plate_buckling,FAIL
EH40,390.0,13.0,600.0,2400.0,4.0,2.0082,100.0,0.0,0.0,0.4089,281.24,2.4455,plate_buckling,PASS
EH40,390.0,13.0,600.0,2400.0,4.0,2.0082,150.0,0.0,0.0,0.6134,281.24,1.6304,plate_buckling,PASS
EH40,390.0,13.0,600.0,2400.0,4.0,2.0082,200.0,0.0,0.0,0.8178,281.24,1.2228,plate_buckling,PASS
EH40,390.0,13.0,600.0,2400.0,4.0,2.0082,120.0,0.0,40.0,0.5124,281.24,1.9516,plate_buckling,PASS
EH40,390.0,13.0,600.0,2400.0,4.0,2.0082,120.0,60.0,0.0,0.4907,281.24,2.038,plate_buckling,PASS
EH40,390.0,13.0,600.0,2400.0,4.0,2.0082,100.0,50.0,50.0,0.4428,281.24,2.2582,plate_buckling,PASS
EH40,390.0,13.0,800.0,2400.0,3.0,2.6776,100.0,0.0,0.0,0.5848,196.64,1.7099,plate_buckling,PASS
EH40,390.0,13.0,800.0,2400.0,3.0,2.6776,150.0,0.0,0.0,0.8772,196.64,1.14,plate_buckling,PASS
EH40,390.0,13.0,800.0,2400.0,3.0,2.6776,200.0,0.0,0.0,1.1696,196.64,0.855,plate_buckling,FAIL
EH40,390.0,13.0,800.0,2400.0,3.0,2.6776,120.0,0.0,40.0,0.734,196.64,1.3624,plate_buckling,PASS
EH40,390.0,13.0,800.0,2400.0,3.0,2.6776,120.0,60.0,0.0,0.7018,196.64,1.425,plate_buckling,PASS
EH40,390.0,13.0,800.0,2400.0,3.0,2.6776,100.0,50.0,50.0,0.6351,196.64,1.5744,plate_buckling,PASS
EH40,390.0,13.0,1000.0,2400.0,2.4,3.347,100.0,0.0,0.0,0.9137,125.86,1.0944,plate_buckling,PASS
EH40,390.0,13.0,1000.0,2400.0,2.4,3.347,150.0,0.0,0.0,1.3706,125.86,0.7296,plate_buckling,FAIL
EH40,390.0,13.0,1000.0,2400.0,2.4,3.347,200.0,0.0,0.0,1.8274,125.86,0.5472,plate_buckling,FAIL
EH40,390.0,13.0,1000.0,2400.0,2.4,3.347,120.0,0.0,40.0,1.1551,125.86,0.8657,plate_buckling,FAIL
EH40,390.0,13.0,1000.0,2400.0,2.4,3.347,120.0,60.0,0.0,1.0964,125.86,0.912,plate_buckling,FAIL
EH40,390.0,13.0,1000.0,2400.0,2.4,3.347,100.0,50.0,50.0,1.0054,125.86,0.9946,plate_buckling,FAIL
EH40,390.0,14.0,600.0,2400.0,4.0,1.8648,100.0,0.0,0.0,0.3882,296.22,2.5758,plate_buckling,PASS
EH40,390.0,14.0,600.0,2400.0,4.0,1.8648,150.0,0.0,0.0,0.5823,296.22,1.7172,plate_buckling,PASS
EH40,390.0,14.0,600.0,2400.0,4.0,1.8648,200.0,0.0,0.0,0.7765,296.22,1.2879,plate_buckling,PASS
EH40,390.0,14.0,600.0,2400.0,4.0,1.8648,120.0,0.0,40.0,0.4862,296.22,2.0569,plate_buckling,PASS
EH40,390.0,14.0,600.0,2400.0,4.0,1.8648,120.0,60.0,0.0,0.4659,296.22,2.1465,plate_buckling,PASS
EH40,390.0,14.0,600.0,2400.0,4.0,1.8648,100.0,50.0,50.0,0.4199,296.22,2.3813,plate_buckling,PASS
EH40,390.0,14.0,800.0,2400.0,3.0,2.4863,100.0,0.0,0.0,0.515,223.28,1.9416,plate_buckling,PASS
EH40,390.0,14.0,800.0,2400.0,3.0,2.4863,150.0,0.0,0.0,0.7726,223.28,1.2944,plate_buckling,PASS
EH40,390.0,14.0,800.0,2400.0,3.0,2.4863,200.0,0.0,0.0,1.0301,223.28,0.9708,plate_buckling,FAIL
EH40,390.0,14.0,800.0,2400.0,3.0,2.4863,120.0,0.0,40.0,0.6461,223.28,1.5478,plate_buckling,PASS
EH40,390.0,14.0,800.0,2400.0,3.0,2.4863,120.0,60.0,0.0,0.6181,223.28,1.618,plate_buckling,PASS
EH40,390.0,14.0,800.0,2400.0,3.0,2.4863,100.0,50.0,50.0,0.5589,223.28,1.7894,plate_buckling,PASS
EH40,390.0,14.0,1000.0,2400.0,2.4,3.1079,100.0,0.0,0.0,0.7878,145.97,1.2693,plate_buckling,PASS
EH40,390.0,14.0,1000.0,2400.0,2.4,3.1079,150.0,0.0,0.0,1.1818,145.97,0.8462,plate_buckling,FAIL
EH40,390.0,14.0,1000.0,2400.0,2.4,3.1079,200.0,0.0,0.0,1.5757,145.97,0.6346,plate_buckling,FAIL
EH40,390.0,14.0,1000.0,2400.0,2.4,3.1079,120.0,0.0,40.0,0.9902,145.97,1.0099,plate_buckling,PASS
EH40,390.0,14.0,1000.0,2400.0,2.4,3.1079,120.0,60.0,0.0,0.9454,145.97,1.0577,plate_buckling,PASS
EH40,390.0,14.0,1000.0,2400.0,2.4,3.1079,100.0,50.0,50.0,0.8578,145.97,1.1657,plate_buckling,PASS
EH40,390.0,15.0,600.0,2400.0,4.0,1.7404,100.0,0.0,0.0,0.373,308.31,2.6809,plate_buckling,PASS
EH40,390.0,15.0,600.0,2400.0,4.0,1.7404,150.0,0.0,0.0,0.5595,308.31,1.7873,plate_buckling,PASS
EH40,390.0,15.0,600.0,2400.0,4.0,1.7404,200.0,0.0,0.0,0.746,308.31,1.3405,plate_buckling,PASS
EH40,390.0,15.0,600.0,2400.0,4.0,1.7404,120.0,0.0,40.0,0.4669,308.31,2.142,plate_buckling,PASS
EH40,390.0,15.0,600.0,2400.0,4.0,1.7404,120.0,60.0,0.0,0.4476,308.31,2.2341,plate_buckling,PASS
EH40,390.0,15.0,600.0,2400.0,4.0,1.7404,100.0,50.0,50.0,0.4031,308.31,2.4809,plate_buckling,PASS
EH40,390.0,15.0,800.0,2400.0,3.0,2.3206,100.0,0.0,0.0,0.4698,244.77,2.1284,plate_buckling,PASS
EH40,390.0,15.0,800.0,2400.0,3.0,2.3206,150.0,0.0,0.0,0.7047,244.77,1.4189,plate_buckling,PASS
EH40,390.0,15.0,800.0,2400.0,3.0,2.3206,200.0,0.0,0.0,0.9397,244.77,1.0642,plate_buckling,PASS
EH40,390.0,15.0,800.0,2400.0,3.0,2.3206,120.0,0.0,40.0,0.589,244.77,1.6977,plate_buckling,PASS
EH40,390.0,15.0,800.0,2400.0,3.0,2.3206,120.0,60.0,0.0,0.5638,244.77,1.7737,plate_buckling,PASS
EH40,390.0,15.0,800.0,2400.0,3.0,2.3206,100.0,50.0,50.0,0.5093,244.77,1.9636,plate_buckling,PASS
EH40,390.0,15.0,1000.0,2400.0,2.4,2.9007,100.0,0.0,0.0,0.6863,167.57,1.4571,plate_buckling,PASS
EH40,390.0,15.0,1000.0,2400.0,2.4,2.9007,150.0,0.0,0.0,1.0294,167.57,0.9714,plate_buckling,FAIL
EH40,390.0,15.0,1000.0,2400.0,2.4,2.9007,200.0,0.0,0.0,1.3726,167.57,0.7285,plate_buckling,FAIL
EH40,390.0,15.0,1000.0,2400.0,2.4,2.9007,120.0,0.0,40.0,0.8604,167.57,1.1622,plate_buckling,PASS
EH40,390.0,15.0,1000.0,2400.0,2.4,2.9007,120.0,60.0,0.0,0.8236,167.57,1.2142,plate_buckling,PASS
EH40,390.0,15.0,1000.0,2400.0,2.4,2.9007,100.0,50.0,50.0,0.7439,167.57,1.3443,plate_buckling,PASS
EH40,390.0,16.0,600.0,2400.0,4.0,1.6317,100.0,0.0,0.0,0.3614,318.2,2.767,plate_buckling,PASS
EH40,390.0,16.0,600.0,2400.0,4.0,1.6317,150.0,0.0,0.0,0.5421,318.2,1.8446,plate_buckling,PASS
EH40,390.0,16.0,600.0,2400.0,4.0,1.6317,200.0,0.0,0.0,0.7228,318.2,1.3835,plate_buckling,PASS
EH40,390.0,16.0,600.0,2400.0,4.0,1.6317,120.0,0.0,40.0,0.4521,318.2,2.2117,plate_buckling,PASS
EH40,390.0,16.0,600.0,2400.0,4.0,1.6317,120.0,60.0,0.0,0.4337,318.2,2.3058,plate_buckling,PASS
EH40,390.0,16.0,600.0,2400.0,4.0,1.6317,100.0,50.0,50.0,0.3902,318.2,2.5625,plate_buckling,PASS
EH40,390.0,16.0,800.0,2400.0,3.0,2.1755,100.0,0.0,0.0,0.4383,262.35,2.2813,plate_buckling,PASS
EH40,390.0,16.0,800.0,2400.0,3.0,2.1755,150.0,0.0,0.0,0.6575,262.35,1.5209,plate_buckling,PASS
EH40,390.0,16.0,800.0,2400.0,3.0,2.1755,200.0,0.0,0.0,0.8767,262.35,1.1407,plate_buckling,PASS
EH40,390.0,16.0,800.0,2400.0,3.0,2.1755,120.0,0.0,40.0,0.5492,262.35,1.8207,plate_buckling,PASS
EH40,390.0,16.0,800.0,2400.0,3.0,2.1755,120.0,60.0,0.0,0.526,262.35,1.9011,plate_buckling,PASS
EH40,390.0,16.0,800.0,2400.0,3.0,2.1755,100.0,50.0,50.0,0.4747,262.35,2.1068,plate_buckling,PASS
EH40,390.0,16.0,1000.0,2400.0,2.4,2.7194,100.0,0.0,0.0,0.6032,190.65,1.6579,plate_buckling,PASS
EH40,390.0,16.0,1000.0,2400.0,2.4,2.7194,150.0,0.0,0.0,0.9048,190.65,1.1052,plate_buckling,PASS
EH40,390.0,16.0,1000.0,2400.0,2.4,2.7194,200.0,0.0,0.0,1.2064,190.65,0.8289,plate_buckling,FAIL
EH40,390.0,16.0,1000.0,2400.0,2.4,2.7194,120.0,0.0,40.0,0.7557,190.65,1.3233,plate_buckling,PASS
EH40,390.0,16.0,1000.0,2400.0,2.4,2.7194,120.0,60.0,0.0,0.7238,190.65,1.3815,plate_buckling,PASS
EH40,390.0,16.0,1000.0,2400.0,2.4,2.7194,100.0,50.0,50.0,0.6529,190.65,1.5315,plate_buckling,PASS
EH40,390.0,17.0,600.0,2400.0,4.0,1.5357,100.0,0.0,0.0,0.3523,326.4,2.8382,plate_buckling,PASS
EH40,390.0,17.0,600.0,2400.0,4.0,1.5357,150.0,0.0,0.0,0.5285,326.4,1.8922,plate_buckling,PASS
EH40,390.0,17.0,600.0,2400.0,4.0,1.5357,200.0,0.0,0.0,0.7047,326.4,1.4191,plate_buckling,PASS
EH40,390.0,17.0,600.0,2400.0,4.0,1.5357,120.0,0.0,40.0,0.4406,326.4,2.2695,plate_buckling,PASS
EH40,390.0,17.0,600.0,2400.0,4.0,1.5357,120.0,60.0,0.0,0.4228,326.4,2.3652,plate_buckling,PASS
EH40,390.0,17.0,600.0,2400.0,4.0,1.5357,100.0,50.0,50.0,0.3802,326.4,2.6303,plate_buckling,PASS
EH40,390.0,17.0,800.0,2400.0,3.0,2.0476,100.0,0.0,0.0,0.4153,276.93,2.4081,plate_buckling,PASS
EH40,390.0,17.0,800.0,2400.0,3.0,2.0476,150.0,0.0,0.0,0.6229,276.93,1.6054,plate_buckling,PASS
EH40,390.0,17.0,800.0,2400.0,3.0,2.0476,200.0,0.0,0.0,0.8305,276.93,1.204,plate_buckling,PASS
